blackwater_mountain0,Blackwater mountain
blackwater_mountain1,Blackwater mountain
blackwater_mountain10,Blackwater mountain
blackwater_mountain11,Prim
blackwater_mountain12,Blackwater mountain
blackwater_mountain13,Blackwater mountain
blackwater_mountain14,Blackwater mountain
blackwater_mountain15,Blackwater mountain
blackwater_mountain16,Blackwater mountain
blackwater_mountain17,Blackwater mountain
blackwater_mountain18,Blackwater mountain
blackwater_mountain19,Blackwater mountain
blackwater_mountain2,Blackwater mountain
blackwater_mountain20,Blackwater mountain
blackwater_mountain21,Blackwater mountain
blackwater_mountain22,Blackwater mountain
blackwater_mountain23,Blackwater mountain
blackwater_mountain24,Blackwater mountain
blackwater_mountain25,Blackwater mountain
blackwater_mountain26,Blackwater mountain
blackwater_mountain27,Blackwater mountain
blackwater_mountain28,Blackwater mountain
blackwater_mountain29,Blackwater mountain
blackwater_mountain3,Blackwater mountain
blackwater_mountain30,Blackwater mountain
blackwater_mountain31,Blackwater mountain
blackwater_mountain32,Blackwater mountain
blackwater_mountain33,Blackwater crypt
blackwater_mountain34,Blackwater crypt
blackwater_mountain35,Blackwater crypt
blackwater_mountain36,Blackwater mountain
blackwater_mountain37,Blackwater mountain
blackwater_mountain38,Blackwater mountain
blackwater_mountain39,Blackwater mountain
blackwater_mountain4,Blackwater mountain
blackwater_mountain40,Blackwater mountain
blackwater_mountain41,Kazaul cave
blackwater_mountain42,Kazaul cave
blackwater_mountain43,Blackwater settlement
blackwater_mountain44,Blackwater settlement
blackwater_mountain45,Blackwater settlement
blackwater_mountain46,Blackwater settlement
blackwater_mountain47,Blackwater mountain
blackwater_mountain48,Blackwater mountain
blackwater_mountain49,Blackwater mountain
blackwater_mountain5,Blackwater mountain
blackwater_mountain50,Blackwater mountain
blackwater_mountain51,Blackwater mountain
blackwater_mountain52,Blackwater mountain
blackwater_mountain6,Blackwater mountain
blackwater_mountain7,Blackwater mountain
blackwater_mountain8,Blackwater mountain
blackwater_mountain9,Blackwater mountain
catacombs1,Fallhaven catacombs 
catacombs2,Fallhaven catacombs 
catacombs3,Fallhaven catacombs 
catacombs4,Fallhaven catacombs 
clearing_level1,Clearing
clearing_level2,Clearing
crossglen,Crossglen
crossglen_cave,Crossglen cave
crossglen_farmhouse,Crossglen farmhouse
crossglen_farmhouse_basement,Crossglen farmhouse basement
crossglen_hall,Crossglen hall
crossglen_smith,Crossglen smith
crossroads,Crossroads Guardhouse
debugmap,Debugmap
fallhaven_alaun,Fallhaven Alaun
fallhaven_arcir,Fallhaven Arcir
fallhaven_arcir_basement,Fallhaven Arcir basement
fallhaven_athamyr,Fallhaven Athamyr
fallhaven_barn,Fallhaven barn
fallhaven_church,Fallhaven church
fallhaven_clothes,Fallhaven clothes
fallhaven_derelict,Fallhaven derelict
fallhaven_derelict2,Fallhaven derelict
fallhaven_farmer,Fallhaven farmer
fallhaven_gravedigger,Fallhaven gravedigger
fallhaven_lumberjack,Fallhaven lumberjack
fallhaven_ne,Fallhaven
fallhaven_nocmar,Fallhaven nocmar
fallhaven_nw,Fallhaven
fallhaven_potions,Fallhaven potions
fallhaven_prison,Fallhaven prison
fallhaven_rigmor,Fallhaven rigmor
fallhaven_se,Fallhaven
fallhaven_storage,Fallhaven storage
fallhaven_sw,Fallhaven
fallhaven_tavern,Fallhaven tavern
fields0,Fields
fields1,Fields
fields10,Fields
fields11,Fields
fields12,Fields
fields2,Fields
fields3,Fields
fields4,Fields
fields5,Fields
fields6,Fields
fields7,Fields
fields8,Fields
fields9,Fields
flagstone0,Flagstone prison
flagstone1,Flagstone prison
flagstone2,Flagstone prison
flagstone3,Flagstone prison
flagstone4,Flagstone prison
flagstone_inner,Flagstone prison
flagstone_upper,Flagstone prison
foaming_flask,Foaming flask
gapfiller1,Gapfiller
gapfiller2,Gapfiller
gapfiller3,Gapfiller
gapfiller4,Gapfiller
gargoylecave1,Gargoyle cave
gargoylecave2,Gargoyle cave
gargoylecave3,Gargoyle cave
gargoylecave4,Gargoyle cave
hauntedhouse1,Haunted house
hauntedhouse2,Haunted house
hauntedhouse3,Haunted house
hauntedhouse4,Haunted house
home,Home
houseatcrossroads0,House at crossroads
houseatcrossroads1,House at crossroads
houseatcrossroads2,House at crossroads
houseatcrossroads3,House at crossroads
houseatcrossroads4,House at crossroads
houseatcrossroads5,House at crossroads
jan_pitcave1,Jan pitcave
jan_pitcave2,Jan pitcave
jan_pitcave3,Jan pitcave
lodar0,Green maze
lodar1,Green maze
lodar10,Green maze
lodar11,Green maze
lodar12,Green maze
lodar12cave0,Green maze
lodar12cave1,Green maze
lodar13,Green maze
lodar14,Green maze
lodar15,Green maze
lodar16,Green maze
lodar17,Green maze
lodar18,Green maze
lodar19,Green maze
lodar1cave0,Green maze
lodar2,Green maze
lodar20,Green maze
lodar21,Green maze
lodar3,Green maze
lodar4,Green maze
lodar5,Green maze
lodar5cave0,Green maze cave
lodar5cave1,Green maze cave
lodar5cave2,Green maze cave
lodar6,Green maze
lodar7,Green maze
lodar8,Green maze
lodar8cave0,Green maze
lodar9,Green maze
lodarcave0,Green maze
lodarcave1,Green maze
lodarcave2,Green maze
lodarcave3,Green maze
lodarcave4,Green maze
lodarcave4a,Green maze
lodarcave5,Green maze
lodarcave6,Green maze
lodarcave7,Green maze
lodarhouse0,Lodar house
lodarhouse1,Lodar house
loneford1,Loneford
loneford10,Loneford
loneford2,Loneford
loneford3,Loneford
loneford4,Loneford
loneford5,Loneford
loneford6,Loneford
loneford7,Loneford
loneford8,Loneford
loneford9,Loneford
lonelyhouse0,Lonely house
lonelyhouse1,Lonely house
lostmine0,Lost mine
lostmine1,Lost mine
lostmine10,Lost mine
lostmine11,Lost mine
lostmine1a,Lost mine
lostmine2,Lost mine
lostmine2a,Lost mine
lostmine3,Lost mine
lostmine4,Lost mine
lostmine5,Lost mine
lostmine6,Lost mine
lostmine7,Lost mine
lostmine8,Lost mine
lostmine9,Lost mine
minerhouse0,Miner house
minerhouse1,Miner house
minerhouse2,Miner house
minerhouse3,Miner house
minerhouse4,Miner house
minerhouse5,Miner house
minerhouse6,Miner house
minerhouse7,Miner house
minerhouse8,Miner house
minerhouse9,Miner house
mountaincave0,Mountain cave
mountaincave1,Mountain cave
mountaincave2,Mountain cave
mountaincave3,Mountain cave
mountainlake0,Mountain lake
mountainlake1,Mountain lake
mountainlake10,Mountain lake
mountainlake10a,Mountain lake
mountainlake11,Mountain lake
mountainlake12,Mountain lake
mountainlake13,Mountain lake
mountainlake13a,Mountain lake
mountainlake2,Mountain lake
mountainlake3,Mountain lake
mountainlake4,Mountain lake
mountainlake5,Mountain lake
mountainlake6,Mountain lake
mountainlake7,Mountain lake
mountainlake8,Mountain lake
mountainlake9,Mountain lake
oldcave0,Old cave
oldcave1,Old cave
pwcave0,Pw cave
pwcave1,Pw cave
pwcave2,Pw cave
pwcave2a,Pw cave
pwcave3,Pw cave
pwcave4,Pw cave
remgard0,Remgard
remgard1,Remgard
remgard2,Remgard
remgard3,Remgard
remgard4,Remgard
remgard_armour,Remgard armour
remgard_barn,Remgard barn
remgard_church,Remgard church
remgard_clothes,Remgard clothes
remgard_farmer1,Remgard farmer
remgard_farmer2,Remgard farmer
remgard_farmer3,Remgard farmer
remgard_prison,Remgard prison
remgard_school,Remgard school
remgard_tavern0,Remgard tavern
remgard_tavern1,Remgard tavern
remgard_villager1,Remgard villager
remgard_villager2,Remgard villager
remgard_villager3,Remgard villager
remgard_villager4,Remgard villager
remgard_villager5,Remgard villager
remgard_weapon,Remgard weapon
road1,Foaming Flask Tavern
road2,Road
road3,Road
road4,Road
road4_gargoylecave,Road
road5,Road
road5_house,Road house
roadbeforecrossroads,Road before crossroads
roadbeforecrossroads1,Road before crossroads
roadbeforecrossroads2,Road before crossroads
roadbeforecrossroads3,Road before crossroads
roadbeforecrossroads4,Road before crossroads
roadbeforecrossroads5,Road before crossroads
roadbeforecrossroads6,Road before crossroads
roadbeforecrossroads7,Road before crossroads
roadbeforecrossroads8,Road before crossroads
roadbeforecrossroads9,Road before crossroads
roadcave0,Road cave
roadcave1,Road cave
roadtocarntower0,Road to Carn tower
roadtocarntower1,Road to Carn tower
roadtocarntower2,Road to Carn tower
snakecave1,Snake cave
snakecave2,Snake cave
snakecave3,Snake cave
template,Template
tradehouse0,Trade house
tradehouse0a,Trade house
tradehouse1,Trade house
vilegard_armorer,Vilegard armorer
vilegard_chapel,Vilegard chapel
vilegard_erttu,Vilegard Erttu
vilegard_kaori,Vilegard Kaori
vilegard_n,Vilegard
vilegard_ogam,Vilegard Ogam
vilegard_s,Vilegard
vilegard_smith,Vilegard smith
vilegard_sw,Vilegard
vilegard_tavern,Vilegard tavern
vilegard_wrye,Vilegard Wrye
waterway0,Waterway
waterway1,Waterway
waterway10,Waterway
waterway11,Waterway
waterway11_east,Waterway
waterway12,Waterway
waterway13,Waterway
waterway14,Waterway
waterway15,Waterway
waterway2,Waterway
waterway3,Waterway
waterway4,Waterway
waterway5,Waterway
waterway6,Waterway
waterway7,Waterway
waterway8,Waterway
waterway9,Waterway
waterwaycave,Cave on water way
waterwayextention,Waterway
waterwayhouse,Waterway house
waytobrimhaven0,Way to Brimhaven
waytobrimhaven1,Way to Brimhaven
waytobrimhaven2,Way to Brimhaven
waytobrimhaven3,Way to Brimhaven
waytobrimhavencave0,Cave on way to Brimhaven
waytobrimhavencave1,Cave on way to Brimhaven
waytobrimhavencave1a,Cave on way to Brimhaven
waytobrimhavencave2,Cave on way to Brimhaven
waytobrimhavencave3,Cave on way to Brimhaven
waytobrimhavencave3a,Cave on way to Brimhaven
waytobrimhavencave3b,Cave on way to Brimhaven
waytobrimhavencave4,Cave on way to Brimhaven
waytolake0,Way to lake
waytolake1,Way to lake
waytolake2,Way to lake
waytolake3,Way to lake
waytolake4,Way to lake
waytolake5,Way to lake
waytolostmine0,Way to lost mine
waytolostmine1,Charwoodh
waytolostmine2,Charwoodh
waytolostmine3,Charwoodh
waytominingtown0,Way to mining town
waytominingtown1,Way to mining town
waytominingtown1a,Way to mining town
waytominingtown2,Way to mining town
waytominingtown3,Way to mining town
waytomountaincave0,Cave on way to mountain
waytomountaincave1,Cave on way to mountain
waytomountaincave2,Cave on way to mountain
wild0,Wild
wild1,Wild
wild10,Wild
wild11,Wild
wild11_clearing,Wild
wild12,Wild
wild13,Wild
wild14,Wild
wild14_cave,Wild
wild14_clearing,Wild
wild15,Wild
wild15_house,Wild
wild16,Wild
wild16_cave,Wild
wild17,Wild
wild2,Wild
wild3,Wild
wild4,Wild
wild5,Wild
wild6,Wild
wild6_house,Wild
wild7,Wild
wild8,Wild
wild9,Wild
woodcave0,Wood cave
woodcave1,Wood cave
woodhouse0,Wood house
woodhouse1,Wood house
woodhouse2,Wood house
woodhouse3,Wood house
woodsettlement0,Wood settlement
waytobrimhavencave,Cave on way to Brimhaven
bwcave1,Blackwater cave
flagstone,Flagstone
blackwater,Blackwater
pwcave,Pw cave
snakecave,Snake cave
bwentry,Blackwater entry
gargoylecave,Gargoyle cave
lodarcave,Lodar cave
mountaincave,Mountain cave
bwcave2,Blackwater cave
lodar5cave,Green maze cave
bwsettlement,Blackwater settlement
world1,Worldmap